date,usd_rub
2022-12-25,68.56672857142857
2023-01-01,70.14831428571429
2023-01-08,70.3375
2023-01-15,68.8848
2023-01-22,68.51124285714285
2023-01-29,68.97218571428571
2023-02-05,70.05425714285714
2023-02-12,71.70457142857143
2023-02-19,74.11094285714286
2023-02-26,74.64234285714285
2023-03-05,75.23954285714285
2023-03-12,75.66162857142857
2023-03-19,75.99402857142857
2023-03-26,76.69185714285713
2023-04-02,76.90271428571428
2023-04-09,79.94222857142857
2023-04-16,81.87157142857143
2023-04-23,81.56878571428571
2023-04-30,81.21668571428572
2023-05-07,78.93455714285713
2023-05-14,76.77825714285714
2023-05-21,79.55767142857142
2023-05-28,79.98544285714286
2023-06-04,80.6315
2023-06-11,81.75567142857143
2023-06-18,83.50135714285715
2023-06-25,83.98328571428571
2023-07-02,86.17371428571428
2023-07-09,90.50545714285714
2023-07-16,90.67492857142858
2023-07-23,90.57994285714287
2023-07-30,90.42771428571429
2023-08-06,92.94021428571429
2023-08-13,96.93462857142858
2023-08-20,96.27544285714285
2023-08-27,94.27597142857142
2023-09-03,95.83361428571428
2023-09-10,97.48392857142858
2023-09-17,96.3634
2023-09-24,96.32597142857142
2023-10-01,96.67949999999999
2023-10-08,99.32497142857143
2023-10-15,99.05377142857142
2023-10-22,96.9186
2023-10-29,93.89755714285715
2023-11-05,93.00097142857143
2023-11-12,92.38802857142856
2023-11-19,90.29707142857144
2023-11-26,88.48588571428571
2023-12-03,89.01682857142858
2023-12-10,91.52077142857142
2023-12-17,90.2572142857143
2023-12-24,90.88419999999999
2023-12-31,91.0000857142857
2024-01-07,89.6883
2024-01-14,89.17444285714285
2024-01-21,88.23564285714285
2024-01-28,88.63611428571429
2024-02-04,89.94807142857142
2024-02-11,90.96827142857144
2024-02-18,91.64647142857143
2024-02-25,92.57182857142857
2024-03-03,91.82931428571429
2024-03-10,90.9195
2024-03-17,91.31101428571428
2024-03-24,92.2766857142857
2024-03-31,92.50701428571428
2024-04-07,92.38697142857143
2024-04-14,93.08085714285714
2024-04-21,93.77191428571429
2024-04-28,92.63061428571429
2024-05-05,91.7934
2024-05-12,91.63184285714286
2024-05-19,91.28168571428571
2024-05-26,90.27024285714286
2024-06-02,89.46487142857143
2024-06-09,89.04994285714285
2024-06-16,88.87677142857142
2024-06-23,87.01655714285714
2024-06-30,86.69655714285715
2024-07-07,87.62542857142857
2024-07-14,87.9478857142857
2024-07-21,87.97665714285714
2024-07-28,86.59861428571428
2024-08-04,85.96394285714287
2024-08-11,86.33064285714285
2024-08-18,89.60180000000001
2024-08-25,90.76001428571429
2024-09-01,91.4471
2024-09-08,89.72544285714287
2024-09-15,90.79491428571428
2024-09-22,91.86328571428571
2024-09-29,92.65537142857143
2024-10-06,94.08062857142856
2024-10-13,96.19538571428572
2024-10-20,96.63185714285714
2024-10-27,96.54441428571428
2024-11-03,97.18392857142858
2024-11-10,97.87417142857143
2024-11-17,98.73175714285715
2024-11-24,100.86087142857143
2024-12-01,106.3568142857143
2024-12-08,103.93818571428571
2024-12-15,101.8445
2024-12-22,103.1715
