object_id,spectral_class,v_magnitude,parallax,pm_ra,pm_dec,radial_velocity,ra_degrees,dec_degrees,b_magnitude,r_magnitude,g_magnitude,j_magnitude,h_magnitude,k_magnitude,i_magnitude,distance_pc,luminosity_class_I,luminosity_class_II,luminosity_class_III,luminosity_class_IV,luminosity_class_V,motion_type_High_Proper_Motion,motion_type_Normal
HD 130801,F,-0.723194631013109,0.2940857039915238,-0.3419147409693569,0.046762375583779374,-0.5841510422691943,0.4009410106421438,-0.21075251574681245,-0.8197428991687581,-0.022311163280707983,-0.031096782676706108,-0.41943003823025465,-0.34450783806940416,-0.31564290631649006,-0.005871811388851725,-0.3586066203710638,0,0,0,1,0,0,1
HIP 74006,G,-1.5269954725029764,0.3175016794364359,0.1382037981236861,0.26683714292854954,-0.4155222951596203,0.4420581166145408,-1.137827754544826,-1.3410647717660562,-0.022311163280707983,-0.031096782676706108,-1.4810972204470052,-1.4685641425078453,-1.4202169651596048,-0.005871811388851725,-0.36148826477720714,0,0,1,0,0,0,1
HIP 36254,K,0.14353301195233145,-0.3411547877958977,-0.16290153260317208,0.14177742679945884,1.6160360197079966,-0.6806177259138534,-0.7091688118028355,0.5292142626931783,-0.022311163280707983,-0.031096782676706108,-0.3157417236259512,-0.47095833973101375,-0.48712928988117477,-0.005871811388851725,-0.0255468326664605,0,0,1,0,0,0,1
HR 5275,F,-1.2467931112155186,0.6784022817028781,-0.11247326466504806,0.1493713680555681,-0.8485915775092082,0.28690917656618453,0.2123719904618789,-1.3911352341059098,-0.022311163280707983,-0.031096782676706108,-0.8023181072812698,-0.6874639957125153,-0.658615673445859,-0.005871811388851725,-0.39196417721260685,0,0,0,0,1,0,1
HIP 54205,F,0.8974673315181595,-0.11106531112110343,0.019875938822983146,0.04640991417526798,-0.13122258928893338,-0.1493725908318342,0.12077799365204539,0.7795665743924453,1.9271679435761921,-1.750431015603105,0.9720165640938431,0.910665038202662,0.9278626343985477,3.177000348571943,-0.25924034516778494,0,0,0,0,1,0,1
HR 2965,M,-1.506811404105151,-0.23292024184356122,-0.2969150117894445,-0.0704684250168611,0.18478210829037178,-0.6465391938575475,0.4269322279945492,-0.8963212533355928,-0.022311163280707983,-0.031096782676706108,-2.35460804640619,-2.505364934729604,-2.458305661390743,-0.005871811388851725,-0.17862157754066074,0,0,1,0,0,0,1
HIP 102021,G,0.07823161419466161,0.3620846830735192,-0.2186940539721079,0.5546485845999652,-0.6210821315122002,1.2556240340310343,-0.7317663396626531,0.06974413769216892,-0.022311163280707983,-0.031096782676706108,0.14503903054244338,0.16969309488666165,0.15479834913101326,-0.005871811388851725,-0.3665675835164405,0,0,0,0,1,0,1
HD 339077,A,1.6098462161472893,-0.4003797050608614,-0.017252409157522346,0.16022290717822216,-0.008235093979677902,1.141311675700688,0.7670685958878142,1.542404794746684,-0.022311163280707983,-0.031096782676706108,1.90065922562312,1.8368799673476621,1.828395407984217,-0.005871811388851725,0.15632193102087666,0,0,0,0,1,0,1
HR 1505,F,-0.9547177685175757,0.011082616250479025,0.18842492445129944,-0.113052171554284,1.3763323461307508,-1.0821189421016248,-0.13012688274280526,-1.0671498895539164,-0.022311163280707983,-0.031096782676706108,-0.45483580419270003,-0.3239771293125374,-0.30555547198915595,-0.005871811388851725,-0.3044944962307993,0,0,0,0,1,0,1
HD 68300,B,0.08416810489990423,-0.4353650887320219,-0.06508069274302922,0.2349447257826391,-0.008235093979677902,-0.5769448448419154,-0.8400107871414445,-0.3602727741677497,-0.022311163280707983,-0.031096782676706108,0.8526485531347416,0.9582589539572163,0.9957235562369796,-0.005871811388851725,0.35746519561934426,0,0,0,0,1,0,1
